Ticker,Name,Sub_Industry_Orig,Sub_Industry,Industry,Industry_Group,Sector,Market_Cap
ALHC,"Alignment Healthcare, Inc.",Healthcare Plans,Life & Health Insurance,Insurance,Insurance,Financials,3.73B
ALIT,"Alight, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,2.68B
ALK,"Alaska Air Group, Inc.",Airlines,Passenger Airlines,Passenger Airlines,Transportation,Industrials,5.48B
ALKS,Alkermes plc,Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,4.48B
ALKT,"Alkami Technology, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,2.55B
ALL,The Allstate Corporation,Insurance - Property & Casualty,Property & Casualty Insurance,Insurance,Insurance,Financials,51.53B
ALLE,Allegion plc,Security & Protection Services,Security & Alarm Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,10.80B
ALLK,Allakos Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,29.19M
ALLO,"Allogene Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,304.17M
ALLR,"Allarity Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,13.61M
ALLT,Allot Ltd.,Software - Infrastructure,Internet Services & Infrastructure,IT Services,Software & Services,Information Technology,218.71M
ALLY,Ally Financial Inc.,Credit Services,Specialized Finance,Financial Services,Financial Services,Financials,9.91B
ALMS,Alumis Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,276.93M
ALMU,"Aeluma, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,104.92M
ALNT,Allient Inc.,Electronic Components,Electronic Components,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,Information Technology,356.85M
ALNY,"Alnylam Pharmaceuticals, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,29.97B
ALOT,"AstroNova, Inc.",Computer Hardware,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,Information Technology,60.53M
ALRM,"Alarm.com Holdings, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,2.51B
ALRS,Alerus Financial Corporation,Banks - Regional,Regional Banks,Banks,Banks,Financials,422.80M
ALSN,"Allison Transmission Holdings, Inc.",Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,7.49B
ALT,"Altimmune, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,338.48M
ALTG,Alta Equipment Group Inc.,Rental & Leasing Services,Specialized Consumer Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,131.11M
ALTI,"AlTi Global, Inc.",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,470.81M
ALTO,"Alto Ingredients, Inc.",Specialty Chemicals,Specialty Chemicals,Chemicals,Materials,Materials,61.15M
ALTS,ALT5 Sigma Corporation,Software - Application,Application Software,Software,Software & Services,Information Technology,65.37M
ALUR,Allurion Technologies Inc.,Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,13.54M
ALV,"Autoliv, Inc.",Auto Parts,Automotive Parts & Equipment,Automobile Components,Automobiles & Components,Consumer Discretionary,6.75B
ALVO,Alvotech,Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,2.50B
ALX,"Alexander's, Inc.",REIT - Retail,Retail REITs,Retail REITs,Equity Real Estate Investment Trusts,Real Estate,1.01B
ALXO,ALX Oncology Holdings Inc.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,29.90M
ALZN,"Alzamend Neuro, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,4.74M
AM,Antero Midstream Corporation,Oil & Gas Midstream,Oil & Gas Storage & Transportation,"Oil, Gas & Consumable Fuels",Energy,Energy,8.08B
AMAL,Amalgamated Financial Corp.,Banks - Regional,Regional Banks,Banks,Banks,Financials,813.06M
AMAT,"Applied Materials, Inc.",Semiconductor Equipment & Materials,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,112.27B
AMBA,"Ambarella, Inc.",Semiconductor Equipment & Materials,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,1.85B
AMBC,"Ambac Financial Group, Inc.",Insurance - Specialty,Life & Health Insurance,Insurance,Insurance,Financials,328.78M
AMBI,Ambipar Emergency Response,Waste Management,Environmental & Facilities Services,Commercial Services & Supplies,Commercial  & Professional Services,Industrials,243.34M
AMBO,Ambow Education Holding Ltd.,Education & Training Services,Education Services,Diversified Consumer Services,Consumer Services,Consumer Discretionary,7.57M
AMBP,Ardagh Metal Packaging S.A.,Packaging & Containers,Paper & Plastic Packaging Products & Materials,Containers & Packaging,Materials,Materials,1.58B
AMBR,Amber International Holding Limited,Real Estate - Development,Real Estate Development,Real Estate Management & Development,Real Estate Management & Development,Real Estate,947.91M
AMC,"AMC Entertainment Holdings, Inc.",Entertainment,Movies & Entertainment,Entertainment,Media & Entertainment,Communication Services,1.28B
AMCR,Amcor plc,Packaging & Containers,Paper & Plastic Packaging Products & Materials,Containers & Packaging,Materials,Materials,13.52B
AMCX,AMC Networks Inc.,Entertainment,Movies & Entertainment,Entertainment,Media & Entertainment,Communication Services,264.37M
AMD,"Advanced Micro Devices, Inc.",Semiconductors,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,142.70B
AME,"AMETEK, Inc.",Specialty Industrial Machinery,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,36.65B
AMED,"Amedisys, Inc.",Medical Care Facilities,Marine Transportation,Marine Transportation,Transportation,Industrials,3.01B
AMG,"Affiliated Managers Group, Inc.",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,4.47B
AMGN,Amgen Inc.,Drug Manufacturers - General,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,151.96B
AMH,American Homes 4 Rent,REIT - Residential,Residential REITs,Health Care REITs,Equity Real Estate Investment Trusts,Real Estate,15.33B
AMIX,"Autonomix Medical, Inc.",Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,4.25M
AMKR,"Amkor Technology, Inc.",Semiconductor Equipment & Materials,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,4.00B
AMLX,"Amylyx Pharmaceuticals, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,338.46M
AMN,"AMN Healthcare Services, Inc.",Medical Care Facilities,Marine Transportation,Marine Transportation,Transportation,Industrials,699.45M
AMOD,"Alpha Modus Holdings, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,16.59M
AMP,"Ameriprise Financial, Inc.",Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,44.37B
AMPG,"AmpliTech Group, Inc.",Communication Equipment,Communications Equipment,Communications Equipment,Technology Hardware & Equipment,Information Technology,32.24M
AMPH,"Amphastar Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,1.09B
AMPL,"Amplitude, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,1.07B
AMPS,"Altus Power, Inc.",Utilities - Renewable,Renewable Electricity ,Independent Power and Renewable Electricity Producers,Utilities,Utilities,800.50M
AMPX,"Amprius Technologies, Inc.",Electrical Equipment & Parts,Electrical Components & Equipment,Electrical Equipment,Capital Goods,Industrials,264.75M
AMPY,Amplify Energy Corp.,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,101.03M
AMR,"Alpha Metallurgical Resources, Inc.",Coking Coal,Coal & Consumable Fuels,"Oil, Gas & Consumable Fuels",Energy,Energy,1.55B
AMRC,"Ameresco, Inc.",Engineering & Construction,Construction & Engineering,Construction & Engineering,Capital Goods,Industrials,539.07M
AMRK,"A-Mark Precious Metals, Inc.",Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,581.72M
AMRN,Amarin Corporation plc,Drug Manufacturers - General,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,192.60M
AMRX,"Amneal Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,2.24B
AMS,American Shared Hospital Services,Medical Care Facilities,Marine Transportation,Marine Transportation,Transportation,Industrials,17.54M
AMSC,American Superconductor Corporation,Specialty Industrial Machinery,Industrial Machinery & Supplies & Components,Machinery,Capital Goods,Industrials,717.38M
AMSF,"AMERISAFE, Inc.",Insurance - Specialty,Life & Health Insurance,Insurance,Insurance,Financials,944.49M
AMST,Amesite Inc.,Software - Application,Application Software,Software,Software & Services,Information Technology,8.27M
AMT,American Tower Corporation,REIT - Specialty,Other Specialized REITs,Specialized REITs,Equity Real Estate Investment Trusts,Real Estate,102.05B
AMTB,Amerant Bancorp Inc.,Banks - Regional,Regional Banks,Banks,Banks,Financials,773.18M
AMTD,AMTD IDEA Group,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,67.38M
AMTM,"Amentum Holdings, Inc.",Specialty Business Services,Semiconductor Materials & Equipment,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,4.55B
AMTX,"Aemetis, Inc.",Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,"Oil, Gas & Consumable Fuels",Energy,Energy,76.25M
AMWD,American Woodmark Corporation,"Furnishings, Fixtures & Appliances",Homefurnishing Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,810.86M
AMWL,American Well Corporation,Health Information Services,Health Care Services,Health Care Providers & Services,Health Care Equipment & Services,Health Care,106.30M
AMX,"América Móvil, S.A.B. de C.V.",Telecom Services,Integrated Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Communication Services,46.47B
AMZE,"Amaze Holdings, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,7.94M
AMZN,"Amazon.com, Inc.",Internet Retail,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,"1,850.05B"
AN,"AutoNation, Inc.",Auto & Truck Dealerships,Automotive Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,6.36B
ANAB,"AnaptysBio, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,582.98M
ANDE,"The Andersons, Inc.",Food Distribution,Food Distributors,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,1.27B
ANEB,"Anebulo Pharmaceuticals, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,42.73M
ANET,Arista Networks Inc,Computer Hardware,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,Information Technology,90.65B
ANF,Abercrombie & Fitch Co.,Apparel Retail,Apparel Retail,Specialty Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,3.40B
ANGH,Anghami Inc.,Entertainment,Movies & Entertainment,Entertainment,Media & Entertainment,Communication Services,39.25M
ANGI,Angi Inc.,Internet Content & Information,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail,Consumer Discretionary Distribution & Retail,Consumer Discretionary,565.97M
ANGO,"AngioDynamics, Inc.",Medical Instruments & Supplies,Health Care Supplies,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,382.92M
ANIK,"Anika Therapeutics, Inc.",Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,191.23M
ANIP,"ANI Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,Drug Retail,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Consumer Staples,1.40B
ANIX,"Anixa Biosciences, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,88.54M
ANL,Adlai Nortye Ltd.,Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,70.48M
ANNA,"AleAnna, Inc.",Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,"Oil, Gas & Consumable Fuels",Energy,Energy,985.37M
ANNX,"Annexon, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,156.34M
ANRO,"Alto Neuroscience, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,60.37M
ANSC,Agriculture & Natural Solutions Acquisition Corporation,Shell Companies,Shell Companies,Shell Companies,Shell Companies,Shell Companies,459.71M
ANSS,"ANSYS, Inc.",Software - Application,Application Software,Software,Software & Services,Information Technology,26.44B
ANTE,AirNet Technology Inc.,Advertising Agencies,Advertising,Media,Media & Entertainment,Communication Services,10.75M
ANTX,"AN2 Therapeutics, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,38.23M
ANVS,"Annovis Bio, Inc.",Biotechnology,Biotechnology,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Health Care,24.46M
ANY,Sphere 3D Corp.,Capital Markets,Diversified Capital Markets,Capital Markets,Financial Services,Financials,11.78M
AOD,Abrdn Total Dynamic Dividend Fund,Asset Management,Asset Management & Custody Banks,Capital Markets,Financial Services,Financials,827.63M
AOMR,"Angel Oak Mortgage REIT, Inc.",REIT - Mortgage,Mortgage REITs,"Mortgage Real Estate Investment
Trusts",Financial Services,Financials,182.36M
AON,Aon plc,Insurance Brokers,Insurance Brokers,Insurance,Insurance,Financials,80.63B
AORT,"Artivion, Inc.",Medical Devices,Health Care Facilities,Health Care Providers & Services,Health Care Equipment & Services,Health Care,964.16M
